categoria,fecha,crimen,colonia,long,lat,Cluster,color
ROBO DE CELULAR CON VIOLENCIA,2017-10-26 21:45:00,ROBO A TRANSEUNTE DE CELULAR CON VIOLENCIA,CUCHILLA LA JOYA,-99.11155649444099,19.4553944108949,-1,Rojo
ROBO DE CELULAR CON VIOLENCIA,2017-10-30 05:20:00,ROBO A TRANSEUNTE DE CELULAR CON VIOLENCIA,SANTIAGO ATZACOALCO,-99.09533994488541,19.500902764469306,406,Rojo
ROBO DE CELULAR CON VIOLENCIA,2017-12-15 12:30:00,ROBO A TRANSEUNTE DE CELULAR CON VIOLENCIA,VASCO DE QUIROGA,-99.095155267976,19.492598527849,334,Rojo
ROBO DE CELULAR CON VIOLENCIA,2017-12-20 15:30:00,ROBO A TRANSEUNTE DE CELULAR CON VIOLENCIA,SAN JUAN DE ARAGON II SECCION,-99.08952669086894,19.4508289069358,123,Verde
ROBO DE CELULAR CON VIOLENCIA,2017-12-03 21:30:00,ROBO A TRANSEUNTE DE CELULAR CON VIOLENCIA,MARTIN CARRERA,-99.1075559295306,19.488495272115603,584,Rojo
ROBO DE CELULAR CON VIOLENCIA,2017-11-26 18:45:00,ROBO A TRANSEUNTE DE CELULAR CON VIOLENCIA,SAN JUAN DE ARAGON IV SECCION,-99.0846677755263,19.459228223796305,7,Rojo
ROBO DE CELULAR CON VIOLENCIA,2017-12-08 10:00:00,ROBO A TRANSEUNTE DE CELULAR CON VIOLENCIA,VALLEJO PONIENTE,-99.1417420557748,19.4671257118746,591,Rojo
ROBO DE CELULAR CON VIOLENCIA,2018-05-14 12:40:00,ROBO A TRANSEUNTE DE CELULAR CON VIOLENCIA,FORESTAL,-99.1330906951089,19.5611589243249,-1,Rojo
ROBO DE CELULAR CON VIOLENCIA,2017-12-22 01:30:00,ROBO A TRANSEUNTE DE CELULAR CON VIOLENCIA,ESTRELLA,-99.11266580605393,19.473998410062197,-1,Rojo
ROBO DE CELULAR CON VIOLENCIA,2017-12-26 16:50:00,ROBO A TRANSEUNTE DE CELULAR CON VIOLENCIA,LINDAVISTA,-99.1302592187004,19.4866755155047,512,Rojo
ROBO DE CELULAR CON VIOLENCIA,2018-02-26 18:30:00,ROBO A TRANSEUNTE DE CELULAR CON VIOLENCIA,INDUSTRIAL,-99.1238092223357,19.471611641047,672,Rojo
ROBO DE CELULAR CON VIOLENCIA,2017-12-22 13:30:00,ROBO A TRANSEUNTE DE CELULAR CON VIOLENCIA,LINDAVISTA,-99.12654499527001,19.4963576698549,83,Naranja
ROBO DE CELULAR CON VIOLENCIA,2017-12-27 15:00:00,ROBO A TRANSEUNTE DE CELULAR CON VIOLENCIA,RESIDENCIAL ACUEDUCTO DE GUADALUPE,-99.15386539339909,19.5270880972755,95,Naranja
ROBO DE CELULAR CON VIOLENCIA,2017-12-26 19:00:00,ROBO A TRANSEUNTE DE CELULAR CON VIOLENCIA,INDUSTRIAL,-99.1265240439683,19.4688514777181,649,Rojo
ROBO DE CELULAR CON VIOLENCIA,2017-12-27 17:55:00,ROBO A TRANSEUNTE DE CELULAR CON VIOLENCIA,LINDAVISTA,-99.1264397151161,19.4936881322243,392,Naranja
ROBO DE CELULAR CON VIOLENCIA,2017-12-27 19:00:00,ROBO A TRANSEUNTE DE CELULAR CON VIOLENCIA,MARTIN CARRERA,-99.1132077294578,19.4858270812385,668,Rojo
ROBO DE CELULAR CON VIOLENCIA,2017-12-26 18:20:00,ROBO A TRANSEUNTE DE CELULAR CON VIOLENCIA,NUEVA ATZACOALCO,-99.0839154033988,19.5063793186141,254,Rojo
ROBO DE CELULAR CON VIOLENCIA,2018-02-12 22:00:00,ROBO A TRANSEUNTE DE CELULAR CON VIOLENCIA,BONDOJITO,-99.1092569847254,19.46108913876289,449,Naranja
ROBO DE CELULAR CON VIOLENCIA,2018-02-04 17:00:00,ROBO A TRANSEUNTE DE CELULAR CON VIOLENCIA,DINAMITA,-99.10355572823,19.4914617306992,615,Verde
ROBO DE CELULAR CON VIOLENCIA,2018-06-21 08:38:00,ROBO A TRANSEUNTE DE CELULAR CON VIOLENCIA,RESIDENCIAL ZACATENCO,-99.1203882394667,19.49254461316,379,Rojo
ROBO DE CELULAR CON VIOLENCIA,2018-05-21 16:30:00,ROBO A TRANSEUNTE DE CELULAR CON VIOLENCIA,NUEVA INDUSTRIAL VALLEJO,-99.1533623074944,19.5163796935853,138,Verde
ROBO DE CELULAR CON VIOLENCIA,2018-04-02 22:00:00,ROBO A TRANSEUNTE DE CELULAR CON VIOLENCIA,LA JOYA,-99.1107223626875,19.453805839646,438,Verde
ROBO DE CELULAR CON VIOLENCIA,2016-02-02 21:00:00,ROBO A TRANSEUNTE DE CELULAR CON VIOLENCIA,NUEVA ATZACOALCO,-99.089628,19.4975459998334,363,Rojo
ROBO DE CELULAR CON VIOLENCIA,2016-01-26 15:00:00,ROBO A TRANSEUNTE DE CELULAR CON VIOLENCIA,JORGE NEGRETE,-99.14327899999992,19.5279899998328,169,Rojo
ROBO DE CELULAR CON VIOLENCIA,2016-02-09 20:00:00,ROBO A TRANSEUNTE DE CELULAR CON VIOLENCIA,MAGDALENA DE LAS SALINAS,-99.1431019999999,19.486193999833397,246,Naranja
ROBO DE CELULAR CON VIOLENCIA,2016-04-08 23:30:00,ROBO A TRANSEUNTE DE CELULAR CON VIOLENCIA,LINDAVISTA,-99.1219779999999,19.4916609998333,-1,Rojo
ROBO DE CELULAR CON VIOLENCIA,2016-04-12 14:30:00,ROBO A TRANSEUNTE DE CELULAR CON VIOLENCIA,SAN JUAN DE ARAGON I SECCION,-99.0894359999999,19.464295999833396,-1,Rojo
ROBO DE CELULAR CON VIOLENCIA,2016-04-12 15:20:00,ROBO A TRANSEUNTE DE CELULAR CON VIOLENCIA,CHALMA DE GUADALUPE,-99.1544609999999,19.5534679998328,162,Rojo
